name,data_type,bit_length
INST_CSC_PFW_LIFETIME_STEPS,uint,32
INST_CSC_PFW_LIFETIME_EXE_TIME,uint,32
THRM_MODE,uint,16
THRM_HTR_MASK,uint,16
PPT_STATE_OF_CHARGE,uint,32
PPT_STATE_OF_CHARGE_STATUS,uint,32
PPT_SPARE1,uint,32
GPST_CSC_SC_TIME_LOAD_SEC,uint,32
GPST_CSC_SC_TIME_LOAD_USEC,uint,32
GPST_CSC_SC_TIME_1PPS_SEC,uint,32
GPST_CSC_SC_TIME_1PPS_USEC,uint,32
GPST_CSC_LAST_1PPS_TV_SEC_U,uint,32
GPST_CSC_LAST_1PPS_TV_SEC_L,uint,32
GPST_CSC_LAST_1PPS_TV_NSEC_U,uint,32
GPST_CSC_LAST_1PPS_TV_NSEC_L,uint,32
GPST_CSC_LAST_TIME_TV_SEC_U,uint,32
GPST_CSC_LAST_TIME_TV_SEC_L,uint,32
GPST_CSC_LAST_TIME_TV_NSEC_U,uint,32
GPST_CSC_LAST_TIME_TV_NSEC_L,uint,32
GPST_CSC_LAST_JAM_TV_SEC_U,uint,32
GPST_CSC_LAST_JAM_TV_SEC_L,uint,32
GPST_CSC_LAST_JAM_TV_NSEC_U,uint,32
GPST_CSC_LAST_JAM_TV_NSEC_L,uint,32
GPST_CSC_PROC_TIME_TV_SEC_U,uint,32
GPST_CSC_PROC_TIME_TV_SEC_L,uint,32
GPST_CSC_PROC_TIME_TV_NSEC_U,uint,32
GPST_CSC_PROC_TIME_TV_NSEC_L,uint,32
ADCS_CSC_N_CMD_RUN,uint,32
ADCS_CSC_N_CMD_FAIL,uint,32
ADCS_CSC_TLM_TIME_SEC,uint,32
ADCS_CSC_TLM_TIME_USEC,uint,20
ADCS_CSC_TLM_TIME_RESERVED,uint,12
SPARE2,uint,32
SPARE3,uint,32
SEQ_CSC_RUNNING_MSK_1,uint,32
SEQ_CSC_RUNNING_MSK_2,uint,32
SEQ_CSC_SUSP_MSK_1,uint,32
SEQ_CSC_SUSP_MSK_2,uint,32
SEQ_CSC_CMD_LAST_EXEC_1,uint,64
SEQ_CSC_CMD_LAST_EXEC_2,uint,32
SEQ_CSC_TLM_TIME_SEC,uint,32
SEQ_CSC_TLM_TIME_USEC,uint,20
SEQ_CSC_TLM_TIME_RESERVED,uint,12
PROP_CSC_N_CMD_RUN,uint,32
PROP_CSC_N_CMD_FAIL,uint,32
PROP_CSC_TLM_TIME_SEC,uint,32
PROP_CSC_TLM_TIME_USEC,uint,20
PROP_CSC_TLM_TIME_RESERVED,uint,12
XCVR_CSC_N_CMD_RUN,uint,32
XCVR_CSC_N_CMD_FAIL,uint,32
XCVR_CSC_TLM_TIME_SEC,uint,32
XCVR_CSC_TLM_TIME_USEC,uint,20
XCVR_CSC_TLM_TIME_RESERVED,uint,12
AFM_TASK_PC,uint,32
CMD_TASK_PC,uint,32
TLM_TASK_PC,uint,32
ADCS_TASK_PC,uint,32
PROP_TASK_PC,uint,32
XFI_TASK_PC,uint,32
STMM_TASK_PC,uint,32
SEQ_TASK_PC,uint,32
IMS_TASK_PC,uint,32
AFM_TASK_SP,uint,32
CMD_TASK_SP,uint,32
TLM_TASK_SP,uint,32
ADCS_TASK_SP,uint,32
PROP_TASK_SP,uint,32
XFI_TASK_SP,uint,32
STMM_TASK_SP,uint,32
SEQ_TASK_SP,uint,32
IMS_TASK_SP,uint,32
SPARC_TBR,uint,32
EDAC_SDRAM_SBE_COUNT,uint,32
EDAC_SDRAM_SBE_ADDRESS,uint,32
EDAC_SDRAM_MBE_COUNT,uint,32
EDAC_SDRAM_MBE_ADDRESS,uint,32
EDAC_FTAHBRAM_SBE_COUNT,uint,32
EDAC_FTAHBRAM_SBE_ADDRESS,uint,32
EDAC_FTAHBRAM_MBE_COUNT,uint,32
EDAC_FTAHBRAM_MBE_ADDRESS,uint,32
EDAC_UNKNOWN_SBE_COUNT,uint,32
EDAC_UNKNOWN_SBE_ADDRESS,uint,32
EDAC_UNKNOWN_MBE_COUNT,uint,32
EDAC_UNKNOWN_MBE_ADDRESS,uint,32
IMS_SCRUB_COUNTER,uint,32
IMS_MEM_REGION,uint,32
IMS_MEM_ADDR,uint,32
SYS_CSC_N_CMD_RUN,uint,32
SYS_CSC_N_CMD_FAIL,uint,32
SYS_CSC_TLM_TIME_SEC,uint,32
SYS_CSC_TLM_TIME_USEC,uint,20
SYS_CSC_TLM_TIME_RESERVED,uint,12
SYS_GS_LOCK,uint,8
SYS_LPASS_ST_TIME_SEC,uint,32
SYS_LPASS_ST_TIME_USEC,uint,20
SYS_LPASS_ST_TIME_RESERVED,uint,12
SYS_RADIO_FLT,uint,8
COMSEC_N_SUCCESS,uint,32
COMSEC_N_FAILURE,uint,32
ENG_SSV_PADDING,uint,32
ENG_SSV_CKSUM,uint,16
