name,data_type,bit_length
ENG_FILL_HDR_SCID,uint,8
ENG_FILL_HDR_FILL1,uint,1
ENG_FILL_HDR_FLASH_BLOCK,uint,15
ENG_FILL_HDR_FILL2,uint,2
ENG_FILL_HDR_TIME_QUALITY,uint,2
ENG_FILL_HDR_USEC,uint,20
ENG_FILL_HDR_SEC,uint,32
FILL_VALUE,fill,8856
ENG_FILL_PADDING,uint,24
ENG_FILL_CKSUM,uint,16
