name,data_type,bit_length
S1_FAULT_78_TRIPPED,uint,1
S1_FAULT_79_TRIPPED,uint,1
S1_FAULT_80_TRIPPED,uint,1
S1_FAULT_81_TRIPPED,uint,1
S1_FAULT_82_TRIPPED,uint,1
S1_FAULT_83_TRIPPED,uint,1
S1_FAULT_84_TRIPPED,uint,1
S1_FAULT_85_TRIPPED,uint,1
S1_FAULT_86_TRIPPED,uint,1
S1_FAULT_87_TRIPPED,uint,1
S1_FAULT_88_TRIPPED,uint,1
S1_FAULT_89_TRIPPED,uint,1
S1_FAULT_90_TRIPPED,uint,1
S1_FAULT_91_TRIPPED,uint,1
S1_FAULT_92_TRIPPED,uint,1
S1_FAULT_93_TRIPPED,uint,1
S1_FAULT_94_TRIPPED,uint,1
S1_FAULT_95_TRIPPED,uint,1
S1_FAULT_96_TRIPPED,uint,1
S1_FAULT_97_TRIPPED,uint,1
S1_FAULT_98_TRIPPED,uint,1
S1_FAULT_99_TRIPPED,uint,1
S1_FAULT_100_TRIPPED,uint,1
S2_FAULT_01_TRIPPED,uint,1
S2_FAULT_02_TRIPPED,uint,1
S2_FAULT_03_TRIPPED,uint,1
S2_FAULT_04_TRIPPED,uint,1
S2_FAULT_05_TRIPPED,uint,1
S2_FAULT_06_TRIPPED,uint,1
S2_FAULT_07_TRIPPED,uint,1
S2_FAULT_08_TRIPPED,uint,1
S2_FAULT_09_TRIPPED,uint,1
S2_FAULT_10_TRIPPED,uint,1
FAULT_UNUSED_TRIPPED,uint,18
ENG_FDC_PADDING,uint,16
ENG_FDC_CKSUM,uint,16
