name,data_type,bit_length
SCI_XFI_HDR_SCID,uint,8
SCI_XFI_HDR_FILL_1,uint,1
SCI_XFI_HDR_FLASH_BLOCK,uint,15
SCI_XFI_HDR_FILL_2,uint,2
SCI_XFI_HDR_TIME_QUALITY,uint,2
SCI_XFI_HDR_USEC,uint,20
SCI_XFI_HDR_SEC,uint,32
SCI_XFI_HDR_GRP,uint,8
SCI_XFI_ACQ_SET,uint,32
SCI_XFI_COM_SET,uint,16
SCI_XFI_FILL_3,uint,8
SCI_XFI_IMG_DATA,uint(expand),8
