name,data_type,bit_length
FSW_CODE_34_ARG1,uint,32
FSW_CODE_34_ARG2,uint,32
FSW_CODE_35  ,uint,32
FSW_CODE_35_COUNT,uint,32
FSW_CODE_35_ARG1,uint,32
FSW_CODE_35_ARG2,uint,32
FSW_CODE_36  ,uint,32
FSW_CODE_36_COUNT,uint,32
FSW_CODE_36_ARG1,uint,32
FSW_CODE_36_ARG2,uint,32
FSW_CODE_37  ,uint,32
FSW_CODE_37_COUNT,uint,32
FSW_CODE_37_ARG1,uint,32
FSW_CODE_37_ARG2,uint,32
FSW_CODE_38  ,uint,32
FSW_CODE_38_COUNT,uint,32
FSW_CODE_38_ARG1,uint,32
FSW_CODE_38_ARG2,uint,32
FSW_CODE_39  ,uint,32
FSW_CODE_39_COUNT,uint,32
FSW_CODE_39_ARG1,uint,32
FSW_CODE_39_ARG2,uint,32
FSW_CODE_40  ,uint,32
FSW_CODE_40_COUNT,uint,32
FSW_CODE_40_ARG1,uint,32
FSW_CODE_40_ARG2,uint,32
FSW_CODE_41  ,uint,32
FSW_CODE_41_COUNT,uint,32
FSW_CODE_41_ARG1,uint,32
FSW_CODE_41_ARG2,uint,32
FSW_CODE_42  ,uint,32
FSW_CODE_42_COUNT,uint,32
FSW_CODE_42_ARG1,uint,32
FSW_CODE_42_ARG2,uint,32
FSW_CODE_43  ,uint,32
FSW_CODE_43_COUNT,uint,32
FSW_CODE_43_ARG1,uint,32
FSW_CODE_43_ARG2,uint,32
FSW_CODE_44  ,uint,32
FSW_CODE_44_COUNT,uint,32
FSW_CODE_44_ARG1,uint,32
FSW_CODE_44_ARG2,uint,32
FSW_CODE_45  ,uint,32
FSW_CODE_45_COUNT,uint,32
FSW_CODE_45_ARG1,uint,32
FSW_CODE_45_ARG2,uint,32
FSW_CODE_46  ,uint,32
FSW_CODE_46_COUNT,uint,32
FSW_CODE_46_ARG1,uint,32
FSW_CODE_46_ARG2,uint,32
FSW_CODE_47  ,uint,32
FSW_CODE_47_COUNT,uint,32
FSW_CODE_47_ARG1,uint,32
FSW_CODE_47_ARG2,uint,32
FSW_CODE_48  ,uint,32
FSW_CODE_48_COUNT,uint,32
FSW_CODE_48_ARG1,uint,32
FSW_CODE_48_ARG2,uint,32
FSW_CODE_49  ,uint,32
FSW_CODE_49_COUNT,uint,32
FSW_CODE_49_ARG1,uint,32
FSW_CODE_49_ARG2,uint,32
FSW_CODE_50  ,uint,32
FSW_CODE_50_COUNT,uint,32
FSW_CODE_50_ARG1,uint,32
FSW_CODE_50_ARG2,uint,32
FSW_CODE_51  ,uint,32
FSW_CODE_51_COUNT,uint,32
FSW_CODE_51_ARG1,uint,32
FSW_CODE_51_ARG2,uint,32
FSW_CODE_52  ,uint,32
FSW_CODE_52_COUNT,uint,32
FSW_CODE_52_ARG1,uint,32
FSW_CODE_52_ARG2,uint,32
FSW_CODE_53  ,uint,32
FSW_CODE_53_COUNT,uint,32
FSW_CODE_53_ARG1,uint,32
FSW_CODE_53_ARG2,uint,32
FSW_CODE_54  ,uint,32
FSW_CODE_54_COUNT,uint,32
FSW_CODE_54_ARG1,uint,32
FSW_CODE_54_ARG2,uint,32
FSW_CODE_55  ,uint,32
FSW_CODE_55_COUNT,uint,32
FSW_CODE_55_ARG1,uint,32
FSW_CODE_55_ARG2,uint,32
FSW_CODE_56  ,uint,32
FSW_CODE_56_COUNT,uint,32
FSW_CODE_56_ARG1,uint,32
FSW_CODE_56_ARG2,uint,32
FSW_CODE_57  ,uint,32
FSW_CODE_57_COUNT,uint,32
FSW_CODE_57_ARG1,uint,32
FSW_CODE_57_ARG2,uint,32
FSW_CODE_58  ,uint,32
FSW_CODE_58_COUNT,uint,32
FSW_CODE_58_ARG1,uint,32
FSW_CODE_58_ARG2,uint,32
FSW_CODE_59  ,uint,32
FSW_CODE_59_COUNT,uint,32
FSW_CODE_59_ARG1,uint,32
FSW_CODE_59_ARG2,uint,32
FSW_CODE_60  ,uint,32
FSW_CODE_60_COUNT,uint,32
FSW_CODE_60_ARG1,uint,32
FSW_CODE_60_ARG2,uint,32
FSW_CODE_61  ,uint,32
FSW_CODE_61_COUNT,uint,32
FSW_CODE_61_ARG1,uint,32
FSW_CODE_61_ARG2,uint,32
FSW_CODE_62  ,uint,32
FSW_CODE_62_COUNT,uint,32
FSW_CODE_62_ARG1,uint,32
FSW_CODE_62_ARG2,uint,32
FSW_CODE_63  ,uint,32
FSW_CODE_63_COUNT,uint,32
FSW_CODE_63_ARG1,uint,32
FSW_CODE_63_ARG2,uint,32
FSW_CODE_64  ,uint,32
FSW_CODE_64_COUNT,uint,32
FSW_CODE_64_ARG1,uint,32
FSW_CODE_64_ARG2,uint,32
FSW_CODE_65  ,uint,32
FSW_CODE_65_COUNT,uint,32
FSW_CODE_65_ARG1,uint,32
FSW_CODE_65_ARG2,uint,32
FSW_CODE_66  ,uint,32
FSW_CODE_66_COUNT,uint,32
FSW_CODE_66_ARG1,uint,32
FSW_CODE_66_ARG2,uint,32
FSW_CODE_67  ,uint,32
FSW_CODE_67_COUNT,uint,32
FSW_CODE_67_ARG1,uint,32
FSW_CODE_67_ARG2,uint,32
FSW_CODE_68  ,uint,32
FSW_CODE_68_COUNT,uint,32
FSW_CODE_68_ARG1,uint,32
FSW_CODE_68_ARG2,uint,32
FSW_CODE_69  ,uint,32
FSW_CODE_69_COUNT,uint,32
FSW_CODE_69_ARG1,uint,32
FSW_CODE_69_ARG2,uint,32
FSW_CODE_70  ,uint,32
FSW_CODE_70_COUNT,uint,32
FSW_CODE_70_ARG1,uint,32
FSW_CODE_70_ARG2,uint,32
FSW_CODE_71  ,uint,32
FSW_CODE_71_COUNT,uint,32
FSW_CODE_71_ARG1,uint,32
FSW_CODE_71_ARG2,uint,32
FSW_CODE_72  ,uint,32
FSW_CODE_72_COUNT,uint,32
FSW_CODE_72_ARG1,uint,32
FSW_CODE_72_ARG2,uint,32
FSW_CODE_73  ,uint,32
FSW_CODE_73_COUNT,uint,32
FSW_CODE_73_ARG1,uint,32
FSW_CODE_73_ARG2,uint,32
FSW_CODE_74  ,uint,32
FSW_CODE_74_COUNT,uint,32
FSW_CODE_74_ARG1,uint,32
FSW_CODE_74_ARG2,uint,32
FSW_CODE_75  ,uint,32
FSW_CODE_75_COUNT,uint,32
FSW_CODE_75_ARG1,uint,32
FSW_CODE_75_ARG2,uint,32
FSW_CODE_76  ,uint,32
FSW_CODE_76_COUNT,uint,32
FSW_CODE_76_ARG1,uint,32
FSW_CODE_76_ARG2,uint,32
FSW_CODE_77  ,uint,32
FSW_CODE_77_COUNT,uint,32
FSW_CODE_77_ARG1,uint,32
FSW_CODE_77_ARG2,uint,32
FSW_CODE_78  ,uint,32
FSW_CODE_78_COUNT,uint,32
FSW_CODE_78_ARG1,uint,32
FSW_CODE_78_ARG2,uint,32
FSW_CODE_79  ,uint,32
FSW_CODE_79_COUNT,uint,32
FSW_CODE_79_ARG1,uint,32
FSW_CODE_79_ARG2,uint,32
FSW_CODE_80  ,uint,32
FSW_CODE_80_COUNT,uint,32
FSW_CODE_80_ARG1,uint,32
FSW_CODE_80_ARG2,uint,32
FSW_CODE_81  ,uint,32
FSW_CODE_81_COUNT,uint,32
FSW_CODE_81_ARG1,uint,32
FSW_CODE_81_ARG2,uint,32
FSW_CODE_82  ,uint,32
FSW_CODE_82_COUNT,uint,32
FSW_CODE_82_ARG1,uint,32
FSW_CODE_82_ARG2,uint,32
FSW_CODE_83  ,uint,32
FSW_CODE_83_COUNT,uint,32
FSW_CODE_83_ARG1,uint,32
FSW_CODE_83_ARG2,uint,32
FSW_CODE_84  ,uint,32
FSW_CODE_84_COUNT,uint,32
FSW_CODE_84_ARG1,uint,32
FSW_CODE_84_ARG2,uint,32
FSW_CODE_85  ,uint,32
FSW_CODE_85_COUNT,uint,32
FSW_CODE_85_ARG1,uint,32
FSW_CODE_85_ARG2,uint,32
FSW_CODE_86  ,uint,32
FSW_CODE_86_COUNT,uint,32
FSW_CODE_86_ARG1,uint,32
FSW_CODE_86_ARG2,uint,32
FSW_CODE_87  ,uint,32
FSW_CODE_87_COUNT,uint,32
FSW_CODE_87_ARG1,uint,32
FSW_CODE_87_ARG2,uint,32
FSW_CODE_88  ,uint,32
FSW_CODE_88_COUNT,uint,32
FSW_CODE_88_ARG1,uint,32
FSW_CODE_88_ARG2,uint,32
FSW_CODE_89  ,uint,32
FSW_CODE_89_COUNT,uint,32
FSW_CODE_89_ARG1,uint,32
FSW_CODE_89_ARG2,uint,32
FSW_CODE_90  ,uint,32
FSW_CODE_90_COUNT,uint,32
FSW_CODE_90_ARG1,uint,32
FSW_CODE_90_ARG2,uint,32
FSW_CODE_91  ,uint,32
FSW_CODE_91_COUNT,uint,32
FSW_CODE_91_ARG1,uint,32
FSW_CODE_91_ARG2,uint,32
FSW_CODE_92  ,uint,32
FSW_CODE_92_COUNT,uint,32
FSW_CODE_92_ARG1,uint,32
FSW_CODE_92_ARG2,uint,32
FSW_CODE_93  ,uint,32
FSW_CODE_93_COUNT,uint,32
FSW_CODE_93_ARG1,uint,32
FSW_CODE_93_ARG2,uint,32
FSW_CODE_94  ,uint,32
FSW_CODE_94_COUNT,uint,32
FSW_CODE_94_ARG1,uint,32
FSW_CODE_94_ARG2,uint,32
FSW_CODE_95  ,uint,32
FSW_CODE_95_COUNT,uint,32
FSW_CODE_95_ARG1,uint,32
FSW_CODE_95_ARG2,uint,32
FSW_CODE_96  ,uint,32
FSW_CODE_96_COUNT,uint,32
FSW_CODE_96_ARG1,uint,32
FSW_CODE_96_ARG2,uint,32
FSW_CODE_97  ,uint,32
FSW_CODE_97_COUNT,uint,32
FSW_CODE_97_ARG1,uint,32
FSW_CODE_97_ARG2,uint,32
FSW_CODE_98  ,uint,32
FSW_CODE_98_COUNT,uint,32
FSW_CODE_98_ARG1,uint,32
FSW_CODE_98_ARG2,uint,32
FSW_CODE_99  ,uint,32
FSW_CODE_99_COUNT,uint,32
FSW_CODE_99_ARG1,uint,32
FSW_CODE_99_ARG2,uint,32
FSW_CODE_100 ,uint,32
FSW_CODE_100_COUNT,uint,32
FSW_CODE_100_ARG1,uint,32
FSW_CODE_100_ARG2,uint,32
ENG_EVT_PADDING,uint,16
ENG_EVT_CKSUM,uint,16
