name,data_type,bit_length
ENG_STM_DUMP_HDR_SCID,uint,8
ENG_STM_DUMP_HDR_FILL1,uint,1
ENG_STM_DUMP_HDR_FLASH_BLOCK,uint,15
ENG_STM_DUMP_HDR_FILL2,uint,2
ENG_STM_DUMP_HDR_TIME_QUALITY,uint,2
ENG_STM_DUMP_HDR_USEC,uint,20
ENG_STM_DUMP_HDR_SEC,uint,32
CDH_INFO,uint,8
DUMP_DATA,uint,1024
SPARE,uint,8
ENG_STM_DUMP_CKSUM,uint,16
