name,data_type,bit_length
ENG_STM_LOG_HDR_SCID,uint,8
ENG_STM_LOG_HDR_FILL1,uint,1
ENG_STM_LOG_HDR_FLASH_BLOCK,uint,15
ENG_STM_LOG_HDR_FILL2,uint,2
ENG_STM_LOG_HDR_TIME_QUALITY,uint,2
ENG_STM_LOG_HDR_USEC,uint,20
ENG_STM_LOG_HDR_SEC,uint,32
CDH_INFO,uint,8
MESSAGE,uint,1896
ENG_STM_LOG_CKSUM,uint,16
