name,data_type,bit_length
RTS7_NEXT_COMMAND,uint,8
RTS8_NEXT_COMMAND,uint,8
RTS9_NEXT_COMMAND,uint,8
RTS10_NEXT_COMMAND,uint,8
RTS11_NEXT_COMMAND,uint,8
RTS12_NEXT_COMMAND,uint,8
RTS13_NEXT_COMMAND,uint,8
RTS14_NEXT_COMMAND,uint,8
RTS15_NEXT_COMMAND,uint,8
RTS16_NEXT_COMMAND,uint,8
RTS17_NEXT_COMMAND,uint,8
RTS18_NEXT_COMMAND,uint,8
RTS19_NEXT_COMMAND,uint,8
RTS20_NEXT_COMMAND,uint,8
RTS21_NEXT_COMMAND,uint,8
RTS22_NEXT_COMMAND,uint,8
RTS23_NEXT_COMMAND,uint,8
RTS24_NEXT_COMMAND,uint,8
RTS25_NEXT_COMMAND,uint,8
RTS26_NEXT_COMMAND,uint,8
RTS27_NEXT_COMMAND,uint,8
RTS28_NEXT_COMMAND,uint,8
RTS29_NEXT_COMMAND,uint,8
RTS30_NEXT_COMMAND,uint,8
RTS31_NEXT_COMMAND,uint,8
RTS32_NEXT_COMMAND,uint,8
RTS33_NEXT_COMMAND,uint,8
RTS34_NEXT_COMMAND,uint,8
RTS35_NEXT_COMMAND,uint,8
RTS36_NEXT_COMMAND,uint,8
RTS37_NEXT_COMMAND,uint,8
RTS38_NEXT_COMMAND,uint,8
RTS39_NEXT_COMMAND,uint,8
RTS40_NEXT_COMMAND,uint,8
RTS41_NEXT_COMMAND,uint,8
RTS42_NEXT_COMMAND,uint,8
RTS43_NEXT_COMMAND,uint,8
RTS44_NEXT_COMMAND,uint,8
RTS45_NEXT_COMMAND,uint,8
RTS46_NEXT_COMMAND,uint,8
RTS47_NEXT_COMMAND,uint,8
RTS48_NEXT_COMMAND,uint,8
RTS49_NEXT_COMMAND,uint,8
RTS50_NEXT_COMMAND,uint,8
RTS51_NEXT_COMMAND,uint,8
RTS52_NEXT_COMMAND,uint,8
RTS53_NEXT_COMMAND,uint,8
RTS54_NEXT_COMMAND,uint,8
RTS55_NEXT_COMMAND,uint,8
RTS56_NEXT_COMMAND,uint,8
RTS57_NEXT_COMMAND,uint,8
RTS58_NEXT_COMMAND,uint,8
RTS59_NEXT_COMMAND,uint,8
RTS60_NEXT_COMMAND,uint,8
RTS61_NEXT_COMMAND,uint,8
RTS62_NEXT_COMMAND,uint,8
RTS62_SUSPENDED,uint,1
RTS61_SUSPENDED,uint,1
RTS60_SUSPENDED,uint,1
RTS59_SUSPENDED,uint,1
RTS58_SUSPENDED,uint,1
RTS57_SUSPENDED,uint,1
RTS56_SUSPENDED,uint,1
RTS55_SUSPENDED,uint,1
RTS54_SUSPENDED,uint,1
RTS53_SUSPENDED,uint,1
RTS52_SUSPENDED,uint,1
RTS51_SUSPENDED,uint,1
RTS50_SUSPENDED,uint,1
RTS49_SUSPENDED,uint,1
RTS48_SUSPENDED,uint,1
RTS47_SUSPENDED,uint,1
RTS46_SUSPENDED,uint,1
RTS45_SUSPENDED,uint,1
RTS44_SUSPENDED,uint,1
RTS43_SUSPENDED,uint,1
RTS42_SUSPENDED,uint,1
RTS41_SUSPENDED,uint,1
RTS40_SUSPENDED,uint,1
RTS39_SUSPENDED,uint,1
RTS38_SUSPENDED,uint,1
RTS37_SUSPENDED,uint,1
RTS36_SUSPENDED,uint,1
RTS35_SUSPENDED,uint,1
RTS34_SUSPENDED,uint,1
RTS33_SUSPENDED,uint,1
RTS32_SUSPENDED,uint,1
RTS31_SUSPENDED,uint,1
RTS30_SUSPENDED,uint,1
RTS29_SUSPENDED,uint,1
RTS28_SUSPENDED,uint,1
RTS27_SUSPENDED,uint,1
RTS26_SUSPENDED,uint,1
RTS25_SUSPENDED,uint,1
RTS24_SUSPENDED,uint,1
RTS23_SUSPENDED,uint,1
RTS22_SUSPENDED,uint,1
RTS21_SUSPENDED,uint,1
RTS20_SUSPENDED,uint,1
RTS19_SUSPENDED,uint,1
RTS18_SUSPENDED,uint,1
RTS17_SUSPENDED,uint,1
RTS16_SUSPENDED,uint,1
RTS15_SUSPENDED,uint,1
RTS14_SUSPENDED,uint,1
RTS13_SUSPENDED,uint,1
RTS12_SUSPENDED,uint,1
RTS11_SUSPENDED,uint,1
RTS10_SUSPENDED,uint,1
RTS9_SUSPENDED,uint,1
RTS8_SUSPENDED,uint,1
RTS7_SUSPENDED,uint,1
RTS6_SUSPENDED,uint,1
RTS5_SUSPENDED,uint,1
RTS4_SUSPENDED,uint,1
RTS3_SUSPENDED,uint,1
RTS2_SUSPENDED,uint,1
RTS1_SUSPENDED,uint,1
ATS2_SUSPENDED,uint,1
ATS1_SUSPENDED,uint,1
ENG_SEQ_PADDING,uint,32
ENG_SEQ_CKSUM,uint,16
