Dates,A UN Equity,AAL UW Equity,AAP UN Equity,AAPL UW Equity,ABBV UN Equity,ABC UN Equity,ABT UN Equity,ACGL UW Equity,ACN UN Equity,ADBE UW Equity
2017-08-21,61.74,45.71,95.19,39.303,70.7,78.04,48.88,32.1433,128.17,149.26
2017-08-22,62.96,45.41,95.8,39.945,71.75,79.23,49.71,32.3367,129.31,152.25
2017-08-23,62.77,43.97,93.54,39.995,71.52,78.14,49.64,32.3333,128.36,151.1
2017-08-24,62.68,42.92,93.1,39.818,72.11,78.4,49.38,32.2333,128.67,150.81
2017-08-25,62.9,45.25,95.8,39.965,72.48,78.1,49.35,32.47,129.39,151.45
2017-08-28,63.46,44.95,94.66,40.368,73.32,78.66,50.26,32.12,129.24,151.79
2017-08-29,63.49,44.56,95.12,40.728,73.89,78.56,50.15,32.1333,129.66,152.14
2017-08-30,63.9,44.32,96.81,40.838,73.92,78.33,50.11,32.2167,129.79,153.67
2017-08-31,64.72,44.74,97.9,41.0,75.3,80.25,50.94,32.4467,130.76,155.16
2017-09-01,64.38,45.31,98.06,41.013,75.42,80.24,51.18,32.5467,130.1,155.06
2017-09-04,64.38,45.31,98.06,41.013,75.42,80.24,51.18,32.5467,130.1,155.06
2017-09-05,64.29,43.92,96.73,40.52,75.25,79.69,51.03,31.7133,129.77,154.28
2017-09-06,64.71,44.31,95.61,40.478,77.05,80.72,51.19,31.5767,131.12,153.76
2017-09-07,65.14,43.84,93.53,40.315,81.78,82.56,51.49,30.51,134.24,155.47
2017-09-08,65.02,43.6,94.03,39.658,85.34,82.5,52.02,31.44,133.72,155.34
2017-09-11,66.11,45.86,94.4,40.375,87.0,84.39,52.45,32.3033,136.23,156.87
2017-09-12,66.14,46.29,97.26,40.215,87.75,83.9,52.25,32.5633,136.22,156.31
2017-09-13,65.44,47.0,100.1,39.913,88.47,84.32,52.0,32.6633,134.78,156.24
2017-09-14,65.68,46.19,100.02,39.57,89.22,80.69,51.69,32.16,134.86,154.95
2017-09-15,65.96,46.0,99.51,39.97,87.37,81.6,51.76,32.1367,135.35,154.49
2017-09-18,66.08,45.31,98.58,39.668,85.32,80.67,52.08,32.29,136.94,155.77
2017-09-19,66.17,44.38,94.85,39.683,86.37,79.28,51.41,32.13,136.71,156.6
2017-09-20,66.09,45.42,94.75,39.018,87.41,79.5,51.89,32.21,138.01,149.96
2017-09-21,65.92,46.29,93.68,38.348,87.41,80.38,51.43,32.6967,136.66,149.3
2017-09-22,65.78,47.06,95.59,37.973,87.48,81.05,52.51,32.7,137.9,148.5
2017-09-25,64.73,47.7,97.94,37.638,86.57,80.98,52.61,32.68,138.16,144.57
2017-09-26,64.11,47.58,97.59,38.285,85.35,82.0,52.85,32.71,136.84,145.4
2017-09-27,64.39,46.85,99.33,38.558,84.75,82.43,52.15,32.91,136.64,146.43
2017-09-28,63.98,47.49,99.5,38.32,88.96,80.99,53.64,32.9867,136.32,146.83
2017-09-29,64.2,47.49,99.2,38.53,88.86,82.75,53.36,32.8333,135.07,149.18
2017-10-02,64.87,47.73,99.36,38.453,90.39,83.3,53.68,33.3267,135.44,147.94
2017-10-03,65.15,50.51,98.98,38.62,89.7,82.88,53.75,33.36,134.25,148.6
2017-10-04,65.83,50.73,94.93,38.37,89.9,82.74,54.34,33.23,135.16,147.95
2017-10-05,65.7,50.56,94.33,38.848,90.18,84.12,54.92,33.4333,136.22,150.25
2017-10-06,66.36,51.3,94.29,38.825,90.49,80.48,55.0,33.3133,136.25,151.12
2017-10-09,66.56,50.6,91.12,38.96,90.78,78.35,54.66,33.17,136.99,151.5
2017-10-10,66.6,53.03,91.84,38.975,91.17,79.55,55.4,33.05,137.52,152.15
2017-10-11,66.62,52.83,89.4,39.138,92.38,80.32,54.44,32.8633,136.91,153.65
2017-10-12,67.54,52.65,86.56,39.0,91.42,80.8,54.71,32.85,139.2,153.61
2017-10-13,66.99,52.7,85.51,39.248,90.67,79.44,54.65,32.78,139.2,153.93
2017-10-16,66.91,52.27,86.01,39.97,91.04,79.0,54.63,32.9733,139.09,150.46
2017-10-17,66.12,52.07,88.09,40.118,92.17,79.95,55.06,33.1967,138.65,150.38
2017-10-18,66.44,52.03,87.81,39.94,96.04,80.49,55.77,33.4333,137.42,153.0
2017-10-19,66.88,51.51,86.92,38.995,96.48,82.2,56.0,33.72,138.62,171.73
2017-10-20,67.25,51.93,86.78,39.063,96.1,83.21,56.32,34.05,139.49,175.64
2017-10-23,67.02,50.98,85.91,39.043,94.51,82.53,56.08,34.1267,139.33,172.16
2017-10-24,67.32,51.95,84.25,39.275,91.69,81.85,55.38,33.9767,138.91,171.58
2017-10-25,67.39,51.02,83.31,39.103,91.77,82.22,55.49,34.0367,141.16,171.83
2017-10-26,67.71,48.61,85.65,39.353,89.56,78.77,55.48,33.5367,141.97,173.75
2017-10-27,67.97,47.56,81.93,40.763,91.93,76.38,55.37,33.2367,143.28,177.33
2017-10-30,67.49,47.25,82.0,41.68,90.96,76.93,54.29,33.2767,143.29,176.03
2017-10-31,68.03,46.82,81.74,42.26,90.25,76.95,54.23,33.2133,142.36,175.16
2017-11-01,68.02,47.84,80.75,41.723,92.44,76.62,54.0,32.6167,142.96,176.25
2017-11-02,68.13,47.36,81.69,42.028,91.02,73.23,54.37,31.7933,143.43,180.94
2017-11-03,68.37,47.45,81.8,43.125,92.31,74.8,55.47,31.5,144.04,182.3
2017-11-06,68.22,47.51,80.71,43.563,92.96,74.86,55.01,31.85,143.93,180.8
2017-11-07,68.25,46.46,79.38,43.703,93.96,74.91,55.16,31.8667,143.5,180.88
2017-11-08,68.11,46.37,79.41,44.06,95.71,75.01,55.25,31.8167,144.89,184.06
2017-11-09,67.47,45.77,80.45,43.97,95.89,75.27,55.45,31.97,143.83,181.92
2017-11-10,66.81,45.82,81.22,43.668,95.43,75.0,54.8,31.7833,143.89,181.72
2017-11-13,67.13,45.74,82.28,43.493,95.12,75.4,55.3,31.9,143.92,181.85
2017-11-14,67.46,45.81,95.72,42.835,94.75,75.4,55.01,31.8533,144.96,181.32
2017-11-15,67.31,47.19,91.58,42.27,93.76,77.53,54.83,32.1533,144.26,180.08
2017-11-16,68.74,47.68,90.5,42.775,94.47,80.31,55.54,31.8967,147.04,182.3
2017-11-17,68.79,47.39,89.27,42.538,93.61,78.84,55.56,31.9867,145.45,182.24
2017-11-20,69.96,47.69,91.43,42.495,93.6,77.46,55.29,31.9333,146.57,182.34
2017-11-21,69.91,48.65,88.93,43.285,94.68,79.46,56.12,32.3367,148.01,184.15
2017-11-22,68.69,48.66,89.62,43.74,94.47,81.4,55.8,31.8667,147.11,182.9
2017-11-23,68.69,48.66,89.62,43.74,94.47,81.4,55.8,31.8667,147.11,182.9
2017-11-24,69.36,48.56,89.23,43.743,94.72,81.23,56.13,31.8867,147.63,184.46
2017-11-27,69.31,48.42,89.87,43.523,95.42,81.12,56.15,32.0933,147.5,185.0
2017-11-28,70.59,49.22,92.84,43.268,95.42,83.15,56.02,32.2267,148.04,185.4
2017-11-29,68.69,49.25,99.95,42.37,95.82,84.66,55.58,32.0767,146.95,176.85
2017-11-30,69.24,50.49,101.0,42.963,96.92,84.82,56.37,31.5633,148.01,181.47
2017-12-01,68.69,49.0,99.28,42.763,96.32,84.95,55.98,31.62,146.57,179.52
2017-12-04,66.24,49.93,104.02,42.45,95.22,87.42,54.71,31.21,147.15,168.44
2017-12-05,65.83,49.47,101.15,42.41,95.41,85.89,54.79,30.9033,147.67,167.54
2017-12-06,65.89,49.61,97.5,42.253,94.4,85.99,54.66,30.9533,148.27,173.52
2017-12-07,66.71,50.88,97.61,42.33,94.24,85.93,54.69,30.6167,148.6,174.61
2017-12-08,67.38,51.02,100.31,42.343,95.95,86.7,54.64,30.67,150.53,173.57
2017-12-11,67.0,51.3,100.85,43.168,96.47,86.77,54.94,30.8567,150.69,174.31
2017-12-12,67.06,50.47,103.03,42.925,96.3,87.82,55.7,30.75,152.1,172.54
2017-12-13,66.68,50.09,102.5,43.068,97.35,88.48,55.06,30.1667,151.42,176.83
2017-12-14,66.51,50.21,100.2,43.055,96.3,89.31,54.73,29.9333,151.21,175.0
2017-12-15,67.61,51.06,100.7,43.493,97.45,93.17,55.5,30.67,152.66,177.51
2017-12-18,67.66,51.49,102.71,44.105,98.19,92.4,56.4,30.4567,151.72,176.74
2017-12-19,67.75,51.44,99.73,43.635,97.92,93.79,56.8,30.1733,152.22,174.97
2017-12-20,67.4,51.92,98.59,43.588,97.41,93.74,57.02,29.85,151.75,174.25
2017-12-21,67.52,52.79,100.13,43.753,97.91,92.99,56.93,29.8333,154.2,174.56
2017-12-22,67.35,52.59,100.55,43.753,98.21,92.46,56.93,29.9033,153.89,175.0
2017-12-25,67.35,52.59,100.55,43.753,98.21,92.46,56.93,29.9033,153.89,175.0
2017-12-26,67.25,52.85,101.96,42.643,97.75,93.25,57.0,30.09,152.99,174.44
2017-12-27,67.3,52.4,99.77,42.65,98.09,92.6,57.47,30.16,153.32,175.36
2017-12-28,67.45,52.46,99.71,42.77,97.79,92.59,57.46,30.2833,153.57,175.55
2017-12-29,66.97,52.03,99.69,42.308,96.71,91.82,57.07,30.2567,153.09,175.24
2018-01-01,66.97,52.03,99.69,42.308,96.71,91.82,57.07,30.2567,153.09,175.24
2018-01-02,67.6,52.99,106.09,43.065,98.41,94.04,58.79,29.4333,153.84,177.7
2018-01-03,69.32,52.34,107.05,43.058,99.95,94.39,58.92,29.46,154.55,181.04
2018-01-04,68.8,52.67,111.0,43.258,99.38,94.18,58.82,29.57,156.38,183.22
2018-01-05,69.9,52.65,112.18,43.75,101.11,95.32,58.99,29.4533,157.67,185.34
2018-01-08,70.05,52.13,111.39,43.588,99.49,96.9,58.82,29.4567,158.93,185.04
2018-01-09,71.77,52.08,110.49,43.583,100.24,97.52,58.92,29.0767,159.46,186.7
2018-01-10,70.79,53.78,110.59,43.573,99.69,97.21,58.83,28.9167,158.9,187.11
2018-01-11,70.8,56.42,112.95,43.82,99.27,98.14,58.95,29.6233,159.11,188.92
2018-01-12,71.73,58.47,115.94,44.273,100.34,99.0,58.84,30.23,160.11,195.05
2018-01-15,71.73,58.47,115.94,44.273,100.34,99.0,58.84,30.23,160.11,195.05
2018-01-16,71.23,57.98,113.9,44.048,102.49,99.55,58.44,30.46,157.96,192.46
2018-01-17,72.06,58.16,115.35,44.775,104.36,101.3,58.99,30.33,160.21,196.49
2018-01-18,72.19,58.34,115.53,44.815,103.81,100.86,59.07,29.9733,160.94,196.2
2018-01-19,73.07,58.06,117.02,44.615,104.64,100.06,59.31,30.3833,161.75,195.73
2018-01-22,73.48,58.1,118.03,44.25,106.49,102.66,59.57,30.9167,161.43,197.84
2018-01-23,73.44,58.29,119.1,44.26,105.38,102.81,59.23,31.1267,160.88,200.09
2018-01-24,73.58,54.79,120.99,43.555,105.51,104.62,61.72,31.1367,160.6,197.78
2018-01-25,73.86,53.05,120.92,42.778,108.3,104.37,63.22,30.79,160.79,197.51
2018-01-26,74.82,53.07,123.64,42.878,123.21,105.48,63.42,30.7,162.55,201.3
2018-01-29,74.53,52.68,122.89,41.99,122.31,105.09,63.31,30.4333,161.19,198.23
2018-01-30,72.99,52.59,119.27,41.743,115.88,102.46,62.44,30.2833,159.7,196.9
2018-01-31,73.43,54.32,116.99,41.858,112.22,99.67,62.16,30.3133,160.7,199.76
2018-02-01,72.83,53.88,117.29,41.945,116.34,99.29,62.18,30.4133,160.46,199.38
2018-02-02,71.25,52.1,113.93,40.125,115.17,96.02,61.69,30.3167,156.9,195.64
2018-02-05,68.22,49.76,109.86,39.123,109.51,91.9,58.73,29.2,151.83,190.27
2018-02-06,68.45,51.18,112.2,40.758,111.2,91.54,58.86,28.95,154.69,194.47
2018-02-07,68.06,51.4,109.93,39.885,113.62,94.22,58.67,29.3267,155.15,192.34
2018-02-08,65.05,48.6,109.63,38.788,108.48,91.55,56.27,28.67,150.51,185.16
